225,3201000010780,FRESNILLO,FRESNILLO,REAL DE MINAS
226,3201000010781,FRESNILLO,FRESNILLO,DR. MONREAL
227,3201000010782,FRESNILLO,FRESNILLO,SATêLITE
228,3201000010783,FRESNILLO,FRESNILLO,LAGUNILLA
229,3201000010784,FRESNILLO,FRESNILLO,PLUTARCO ELIAS CALLES
230,3201000010785,FRESNILLO,FRESNILLO,SOLIDARIDAD
231,3201000010786,FRESNILLO,FRESNILLO,TECNOL‡GICA
232,3201000010787,FRESNILLO,FRESNILLO,VENUSTIANO CARRANZA
233,3201000010788,FRESNILLO,FRESNILLO,EL VERGEL
234,3201000010789,FRESNILLO,FRESNILLO,EL VERGEL
235,3201000010790,FRESNILLO,FRESNILLO,VICTORIA II
236,3201000010791,FRESNILLO,FRESNILLO,VILLA JARD÷N
237,3201000010792,FRESNILLO,FRESNILLO,VILLAS DE PLATEROS
238,3201000010793,FRESNILLO,FRESNILLO,18 DE JULIO
239,3201000010794,FRESNILLO,FRESNILLO,ARTESANOS
240,3201000010795,FRESNILLO,FRESNILLO,EL BAJ÷O DE FRESNILLO
241,3201000010796,FRESNILLO,FRESNILLO,EMILIANO ZAPATA SECCI‡N 7
242,3201000010797,FRESNILLO,FRESNILLO,FELIPE ANGELES
243,3201000010798,FRESNILLO,FRESNILLO,IMPRESIONISTAS I
244,3201000010799,FRESNILLO,FRESNILLO,JUAN ANTONIO CASAS TORRES
245,3201000010800,FRESNILLO,FRESNILLO,LICENCIADO ABEL DµVILA
246,3201000010801,FRESNILLO,FRESNILLO,NUEVA ESPA•A
247,3201000010802,FRESNILLO,FRESNILLO,DEL PARQUE
248,3201000010803,FRESNILLO,FRESNILLO,DEL POLIC÷A
249,3201000010804,FRESNILLO,FRESNILLO,EL PUENTE
250,3201000010805,FRESNILLO,FRESNILLO,SAN FRANCISCO
251,3201000010806,FRESNILLO,FRESNILLO,SAN JAVIER
252,3201000010807,FRESNILLO,FRESNILLO,SAN JORGE
253,3201000010808,FRESNILLO,FRESNILLO,SAN MIGUEL
254,3201000010809,FRESNILLO,FRESNILLO,PANAMERICANA
255,3201000010811,FRESNILLO,FRESNILLO,CUAUHTêMOC
256,3201000010812,FRESNILLO,FRESNILLO,NINGUNO
257,3201000010813,FRESNILLO,FRESNILLO,NINGUNO
258,3201000010814,FRESNILLO,FRESNILLO,NINGUNO
259,3201000010815,FRESNILLO,FRESNILLO,NINGUNO
260,3201000010817,FRESNILLO,FRESNILLO,LAS TORCAZAS
261,3201000010818,FRESNILLO,FRESNILLO,UNIVERSIDAD
262,3201000010819,FRESNILLO,FRESNILLO,VENUSTIANO CARRANZA II
263,3201000010820,FRESNILLO,FRESNILLO,COLINAS DEL REAL
264,3201000010821,FRESNILLO,FRESNILLO,EJIDAL
265,3201001060001,FRESNILLO,FRESNILLO,ESTACI‡N SAN JOSê
