3201002100004,FRESNILLO,FRESNILLO,LOS ESPARZA
3201002100005,FRESNILLO,FRESNILLO,LAS FLORES
3201002100006,FRESNILLO,FRESNILLO,LOMA BONITA
3201002100007,FRESNILLO,FRESNILLO,MIMBRES
3201002100008,FRESNILLO,FRESNILLO,SAN ISIDRO
3201100010000,TRINIDAD GARCÍA DE LA CADENA,TRINIDAD GARCÍA DE LA CADENA,VARIAS
3201100010001,TRINIDAD GARCÍA DE LA CADENA,TRINIDAD GARCÍA DE LA CADENA,TRINIDAD GARCÍA DE LA CADENA
3201200010000,GENARO CODINA,GENARO CODINA,VARIAS
3201200010001,GENARO CODINA,GENARO CODINA,DE ARTEAGAS
3201200010002,GENARO CODINA,GENARO CODINA,DEL SALTO
3201200010003,GENARO CODINA,GENARO CODINA,DE HERNÁNDEZ
3201200010004,GENARO CODINA,GENARO CODINA,DE LOS GUERRERO
3201200010005,GENARO CODINA,GENARO CODINA,DE LOS LLANITOS
3201200010006,GENARO CODINA,GENARO CODINA,OJO DE AGUA
3201200010007,GENARO CODINA,GENARO CODINA,CENTRO
3201300010000,GENERAL ENRIQUE ESTRADA,GENERAL ENRIQUE ESTRADA,VARIAS
3201300010001,GENERAL ENRIQUE ESTRADA,GENERAL ENRIQUE ESTRADA,AGUA AZUL
3201300010002,GENERAL ENRIQUE ESTRADA,GENERAL ENRIQUE ESTRADA,CENTRO
3201300010003,GENERAL ENRIQUE ESTRADA,GENERAL ENRIQUE ESTRADA,ENRIQUE ESTRADA
3201300010004,GENERAL ENRIQUE ESTRADA,GENERAL ENRIQUE ESTRADA,JACARANDAS
3201300010005,GENERAL ENRIQUE ESTRADA,GENERAL ENRIQUE ESTRADA,JARDÍN
3201300010006,GENERAL ENRIQUE ESTRADA,GENERAL ENRIQUE ESTRADA,LÁZARO CÁRDENAS
3201300010007,GENERAL ENRIQUE ESTRADA,GENERAL ENRIQUE ESTRADA,LINDA VISTA
3201300010008,GENERAL ENRIQUE ESTRADA,GENERAL ENRIQUE ESTRADA,LUCIO CABAÑAS
3201400010000,GENERAL FRANCISCO R. MURGUÍA,GENERAL FRANCISCO R. MURGUÍA,VARIAS
3201400010001,GENERAL FRANCISCO R. MURGUÍA,GENERAL FRANCISCO R. MURGUÍA,20 DE NOVIEMBRE
3201400010002,GENERAL FRANCISCO R. MURGUÍA,GENERAL FRANCISCO R. MURGUÍA,CENTRO
3201400010004,GENERAL FRANCISCO R. MURGUÍA,GENERAL FRANCISCO R. MURGUÍA,MAGISTERIAL
3201400010005,GENERAL FRANCISCO R. MURGUÍA,GENERAL FRANCISCO R. MURGUÍA,LOS ÁLAMOS
3201400010006,GENERAL FRANCISCO R. MURGUÍA,GENERAL FRANCISCO R. MURGUÍA,COPROVI
3201500010000,EL PLATEADO DE JOAQUÍN AMARO,EL PLATEADO DE JOAQUÍN AMARO,VARIAS
3201500010001,EL PLATEADO DE JOAQUÍN AMARO,EL PLATEADO DE JOAQUÍN AMARO,EL PLATEADO DE JOAQUÍN AMARO
3201600010000,GENERAL PÁNFILO NATERA,GENERAL PÁNFILO NATERA,VARIAS
3201600010001,GENERAL PÁNFILO NATERA,GENERAL PÁNFILO NATERA,RICARDO MONREAL
3201600010002,GENERAL PÁNFILO NATERA,GENERAL PÁNFILO NATERA,PIEDRA AZUL
3201600010003,GENERAL PÁNFILO NATERA,GENERAL PÁNFILO NATERA,LAS ÁNIMAS II
3201600010004,GENERAL PÁNFILO NATERA,GENERAL PÁNFILO NATERA,LAS ÁNIMAS I
3201600010005,GENERAL PÁNFILO NATERA,GENERAL PÁNFILO NATERA,ALTO
3201600010007,GENERAL PÁNFILO NATERA,GENERAL PÁNFILO NATERA,NINGUNO
3201600010008,GENERAL PÁNFILO NATERA,GENERAL PÁNFILO NATERA,NINGUNO
3201600010009,GENERAL PÁNFILO NATERA,GENERAL PÁNFILO NATERA,EL SALTO
3201600010010,GENERAL PÁNFILO NATERA,GENERAL PÁNFILO NATERA,NINGUNO
3201600010011,GENERAL PÁNFILO NATERA,GENERAL PÁNFILO NATERA,DE LA SANTA CRUZ
3201600010012,GENERAL PÁNFILO NATERA,GENERAL PÁNFILO NATERA,CENTRO
3201600010013,GENERAL PÁNFILO NATERA,GENERAL PÁNFILO NATERA,SAN JUAN BAUTISTA
3201600010015,GENERAL PÁNFILO NATERA,GENERAL PÁNFILO NATERA,NINGUNO
3201600010017,GENERAL PÁNFILO NATERA,GENERAL PÁNFILO NATERA,DIVINO ROSTRO
3201600010018,GENERAL PÁNFILO NATERA,GENERAL PÁNFILO NATERA,PRESIDENTES
3201600010020,GENERAL PÁNFILO NATERA,GENERAL PÁNFILO NATERA,LAS FLORES
3201600010021,GENERAL PÁNFILO NATERA,GENERAL PÁNFILO NATERA,BUENAVISTA
3201600010022,GENERAL PÁNFILO NATERA,GENERAL PÁNFILO NATERA,MAGISTERIAL
3201600010023,GENERAL PÁNFILO NATERA,GENERAL PÁNFILO NATERA,RAFAEL GUZMÁN
3201600170001,GENERAL PÁNFILO NATERA,GENERAL PÁNFILO NATERA,EL SALADILLO
3201600250001,GENERAL PÁNFILO NATERA,GENERAL PÁNFILO NATERA,EL SAUCITO
3201700010000,GUADALUPE,GUADALUPE,VARIAS
3201700010701,GUADALUPE,GUADALUPE,PRIMERA DE MAYO
3201700010702,GUADALUPE,GUADALUPE,ÁFRICA
3201700010703,GUADALUPE,GUADALUPE,PRIVADA LAS ÁGUILAS
3201700010704,GUADALUPE,GUADALUPE,AMÉRICAS I
3201700010705,GUADALUPE,GUADALUPE,AMÉRICAS II
3201700010706,GUADALUPE,GUADALUPE,NINGUNO
3201700010707,GUADALUPE,GUADALUPE,AMPLIACIÓN LA FE
3201700010708,GUADALUPE,GUADALUPE,NINGUNO
3201700010709,GUADALUPE,GUADALUPE,LOS ÁNGELES
3201700010710,GUADALUPE,GUADALUPE,ARBOLEDAS
3201700010711,GUADALUPE,GUADALUPE,LA FLORIDA
3201700010712,GUADALUPE,GUADALUPE,BELLAVISTA
3201700010713,GUADALUPE,GUADALUPE,BONATERRA
3201700010714,GUADALUPE,GUADALUPE,BONITO PUEBLO
3201700010715,GUADALUPE,GUADALUPE,LA BUFA
3201700010716,GUADALUPE,GUADALUPE,CALIFORNIA II
3201700010717,GUADALUPE,GUADALUPE,CAMILO TORRES
3201700010718,GUADALUPE,GUADALUPE,CAMINO REAL
3201700010719,GUADALUPE,GUADALUPE,CAMPESINA
3201700010720,GUADALUPE,GUADALUPE,CAMPO BRAVO
3201700010721,GUADALUPE,GUADALUPE,CAMPO REAL
3201700010722,GUADALUPE,GUADALUPE,LA CANTERA
3201700010723,GUADALUPE,GUADALUPE,LA CANTERA
3201700010724,GUADALUPE,GUADALUPE,CAÑADA LA BUFA
3201700010725,GUADALUPE,GUADALUPE,CAÑADA DEL SOL
3201700010726,GUADALUPE,GUADALUPE,MÓDULO SOCIAL EL CARMEN
3201700010727,GUADALUPE,GUADALUPE,ZONA CENTRO
3201700010728,GUADALUPE,GUADALUPE,EL DORADO
3201700010729,GUADALUPE,GUADALUPE,FSTSE LA CONDESA
3201700010730,GUADALUPE,GUADALUPE,LOS CONVENTOS II
3201700010731,GUADALUPE,GUADALUPE,LOS CONVENTOS
3201700010732,GUADALUPE,GUADALUPE,LAS CULTURAS AC
3201700010733,GUADALUPE,GUADALUPE,DEPENDENCIAS FEDERALES
3201700010734,GUADALUPE,GUADALUPE,DEL AGUA
3201700010735,GUADALUPE,GUADALUPE,POPULAR DEL BOSQUE
3201700010736,GUADALUPE,GUADALUPE,DIVISIÓN DEL NORTE
3201700010738,GUADALUPE,GUADALUPE,EJIDAL
3201700010739,GUADALUPE,GUADALUPE,EMILIANO ZAPATA
3201700010740,GUADALUPE,GUADALUPE,ESCRITORES
3201700010741,GUADALUPE,GUADALUPE,LA ESTACIÓN
3201700010742,GUADALUPE,GUADALUPE,EX-HACIENDA DE BERNÁRDEZ
3201700010744,GUADALUPE,GUADALUPE,LA FE
3201700010745,GUADALUPE,GUADALUPE,SUTSEMOP
3201700010746,GUADALUPE,GUADALUPE,FERROCARRILEROS
3201700010747,GUADALUPE,GUADALUPE,FIRCO
3201700010748,GUADALUPE,GUADALUPE,LAS FLORES
3201700010749,GUADALUPE,GUADALUPE,LAS FLORES
3201700010750,GUADALUPE,GUADALUPE,FRANCISCO VILLA
3201700010751,GUADALUPE,GUADALUPE,LOS FRAILES
3201700010752,GUADALUPE,GUADALUPE,LAS FLORES
3201700010753,GUADALUPE,GUADALUPE,ISSSTEZAC
3201700010754,GUADALUPE,GUADALUPE,GAVILANES
3201700010755,GUADALUPE,GUADALUPE,LOS GERANIOS
3201700010756,GUADALUPE,GUADALUPE,GUADALUPE MODERNO
3201700010757,GUADALUPE,GUADALUPE,ARROYO DE LA PLATA INDECO
3201700010758,GUADALUPE,GUADALUPE,JARDINES DE BERNÁRDEZ
3201700010759,GUADALUPE,GUADALUPE,HIDRÁULICA 13 DE OCTUBRE
3201700010760,GUADALUPE,GUADALUPE,JARDINES DEL SOL II
3201700010761,GUADALUPE,GUADALUPE,JARDINES DEL SOL
3201700010762,GUADALUPE,GUADALUPE,LAS JOYAS
